Agnid,Isfav,agencytitle,PostingNo,Endda,RequestType,Fract,ClosingDate,Frdes,Idesc,RemainingDays,Begda,Exper,Extxt,Farea,Frexp,Sort,Field,Toexp,Fdesc,Jobid,Joblv,Posid,Compt,Newjb,Agncy,Educa,Categ,Jobtitle,EmpType,EmpTypeTxt,Locationid,LocationTxt,Jobdesc,Jobres,Jobreq
9056,FALSE,,135e5426-adf2-1edf-9f88-98dc8fc5936b,/Date(1729382400000)/,,0,Closing on 20 Oct 2024,,Marketing/Business Development ,Today,/Date(1724716800000)/,0,Entry level,12,0,,22,0,"Community Development, Partnership & Eng",15052227,0,0,0,1,Nanyang Polytechnic,0,0,Business Development Executive - Asian Culinary Institute,6,Fixed Terms,,," <br><br>Asian Culinary Institute (ACI) is seeking a highly motivated Business Development Executive to drive the promotion and cross-sell of both short courses and diploma programmes.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><p></p><p><u>Responsibilities:</u></p><ul><li>Develop and implement new sales and marketing strategies to meet or exceed sales target.</li><li>Generate new leads and businesses through email campaigns, cold calling and engagements.</li><li>Conduct regular market research and analysis to increase ACI’s competitiveness in similar education space.</li><li>Education advisory discussion with potential students, parents and school stakeholders advising on our portfolio of products.</li><li>Takes full ownership and responsibility for both short course and full qualification enrolments.</li><li>Student recruitment for short courses and full qualification programmes.</li><li>Support and participate in outreach events and activities including roadshows, schools, local &amp; international education exhibitions.</li></ul><p><br />","</p><ul><li>Relevant qualification in Business Administration / Marketing/ Food &amp; Beverage.</li><li>Proven experience in sales &amp; marketing and as well as business development.</li><li>Candidates from the F&amp;B, hospitality, education or training industry will have an advantage.</li><li>Excellent communication, interpersonal and presentation skills.</li><li>Possess a strong customer service mindset.</li><li>Ability to work independently and as a team player.</li><li>Computer literacy with good proficiency in MS Office applications.</li></ul><p></p><p></p>"
9033,FALSE,,135e5426-adf2-1edf-9f88-9aaa80db136b,/Date(1729641600000)/,,0,Closing on 23 Oct 2024,,Others ,Today,/Date(1721347200000)/,0,Entry level,17,0,,25,0,"Science, Engineering & Technical",14918076,0,0,0,1,Land Transport Authority,0,0,"[LTA-T&ID] ASSISTANT MANAGER, INNOVATION & PARTNERSHIP",6,Fixed Terms,,,"<br><br>ASSISTANT MANAGER, INNOVATION &amp; PARTNERSHIP<br><br><br>","<br><br>This position is under the Technology &amp; Industry Development (T&amp;ID) Group in LTA. You will be part of a team responsible for the development and implementation of Open Innovation within the land transport ecosystem comprising keen partners from industry, academia, and other government agencies. You will be assigned roles to work closely with internal stakeholders like our Rail, Public Transport (PT), and Traffic and Road Operations (TRO) Groups in LTA in driving and curating relevant content for the Land Transport Innovation Portal (LTIP). This aims to promote a better appreciation of LTA’s needs, so that our partners can be encouraged to develop scalable and cost-effective solutions either through ground-up efforts or directed call for innovations.  You will also partake responsibilities in administering funding schemes that are in place to support the open innovation activities.<br><br><br>","<br><br>•Tertiary qualifications preferably in Engineering, Computer Science, Operations Research or related subjects<br>•Strong writing, analytical, presentation, communication and interpersonal skills<br>•Team player and able to multi-task in a fast paced environment<br>•Have a passion for urban land transport research and technology <br>•Experience in project management and R&amp;D administrative support is a plus<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p></p><p></p>"
9045,FALSE,,135e5426-adf2-1edf-9f88-985ac111336b,/Date(253402214400000)/,,0,,,Others ,Today,/Date(1727395200000)/,0,Entry level,16,0,,25,0,"Regulation, Enforcement & Compliance",13477151,0,0,0,1,Maritime and Port Authority of Singapore,0,0,Manager /Snr Manager /Asst Director (Maritime & Port Security) (2 yr contract),6,Fixed Terms,,,"<br>You will be responsible for ensuring and maintaining a secure port for safe port calls by international voyage vessels. This includes working with relevant agencies and stakeholders to ensure that the existing security assumptions and system configuration at the ports and terminals continue to be valid, and to incorporate suitable technology for higher productivity (enhance resource optimization) and efficiency (detect anomalies for timely intervention), and to be future ready. The department will also administer the ISPS Code compliance by port facilities, and support security agencies’ efforts and initiatives in enhancing the security of port waters including foreshore infrastructures and installations.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><ul><li>Implementation of the International Ship and Port Facility Security Code (ISPS) at the Singapore port and terminal facilities, which includes conducting compliance and licensing audits</li><li>Working with stakeholders from the port and shipping community, as well as national security agencies in enforcing the implementation of security requirements</li><li>Working closely with the Maritime Security agencies such as SMCC, RSN, PCG, ICA etc to formulate applicable policies and measures to reinforce security in the port of Singapore and of Singapore’s maritime interest,</li><li>Co-ordinating Maritime Security exercises, participating in Maritime Security working groups/projects and dealing with matters related to the regional ferry services operator licensing</li><li>Point of Contact for the implementation and all matters related to the Infrastructure Protection Act for the maritime transport facilities</li><li>Working closely with IFC, ReCAAP and MPA departments to reduce the number of sea robbery cases in SOMS</li></ul><p></p><p>","</p><ul><li>Relevant working experience in developing maritime security plans.</li><li><span>Good appreciation of regional political developments as the role requires interaction and coordination with regional authorities </span></li><li><span>Past experience in the uniformed services and knowledge of Maritime Singapore will be an added advantage.</span></li><li>Strong analytical, interpersonal and communication skills.</li><li>Able to lead and motivate teams.</li><li>Good command of English and writing skills. </li><li>Strong planning and organising abilities:<ul><li>Able to frame issues clearly and concisely leading to development of relevant and useful concepts</li><li>Good negotiation and organizational skills; able to lead multi-disciplinary teams and external stakeholders to actualise concepts and fulfil intended outcomes </li></ul></li><li><h3>Successful candidates will be offered a 2-year contract in the first instance and may be considered for an extension or be placed on a permanent appointment.</h3></li></ul><p></p><p></p>"
9055,FALSE,,135e5426-adf2-1edf-9f88-994eff46b36b,/Date(1728345600000)/,,0,Closing on 08 Oct 2024,,Landscape/Horticulture ,Today,/Date(1719014400000)/,0,Entry level,17,0,,20,0,"Science, Engineering & Technical",14813583,0,0,0,1,National Parks Board,0,0,Inspector / Plant Science and Health (Contract),6,Fixed Terms,,,"<br>The role of the Inspector is to support the plant biosecurity system safeguarding plant resources in our City in Nature from plant pests. This involves plant health inspection for import regulation and phytosanitary certification, import approval, bio-surveillance, import risk analysis and audit of import and export management schemes. The Inspector will also help to review and drive data/operations for business efficiency and transformation with adoption of innovative technologies on phytosanitary services.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><ul><li>Conduct virtual/physical inspection (export and import) of plants and plant products to check for freedom from plant pests</li><li>Conduct compliance audit of companies under NParks Management Systems for Import/Export</li><li>Review import declarations submitted by declaring agents/importers in TradeNet for compliance to Singapore’s import requirements before granting import approval</li><li>Manage and review receipt and collection of intercepted consignment or parcel post of plants and plant products to prevent incursion of plant pests and to take enforcement actions for non-compliance  </li><li>Conduct import risk analysis for the import of regulated pests on potential risks and propose risk mitigation measures to facilitate import approval</li><li>Review historical trade data to identify trends to aid in operational/policy review and to adopt innovative technologies/digitalisation to improve operational efficiency</li><li>Process, supervise or approve the application of phytosanitary certification (export health certification) to meet importing country’s import requirements for export</li></ul><p></p><p>","</p><ul><li>Diploma in Horticultural Science, Life Science, Biological Sciences, or related fields preferred</li><li>Must have a valid Class 3 Driving License and able to drive a company leased car for the purpose of work (inspection &amp; audit)</li><li>Able to write and communicate well in English; conversant in at least one other language or dialect</li><li>A team player with pleasant personality and passion to deliver excellent customer service</li><li>Self-motivated and able to multi-task and work with minimal supervision</li><li>Applicants with a keen interest in plants and plant pests would be preferred</li></ul><p></p><p>Office Location:</p><p>The Animal &amp; Plant Health Centre</p><p>6 Perahu Road</p><p>Singapore 718827</p><p></p><p>Successful candidate will be offered a 1-year employment contract with provision for extension of the contract for another 3 years. Only shortlisted candidates will be notified.</p><p></p><p></p>"
9017,FALSE,,135e5426-adf2-1edf-9f88-9e8970d1b36b,/Date(1729900800000)/,,0,Closing on 26 Oct 2024,,Engineering ,Today,/Date(1723161600000)/,0,Entry level,17,0,,12,0,"Science, Engineering & Technical",14989923,0,0,0,1,Energy Market Authority,0,0,Engineer - Principal Engineer (Gas System Infrastructure/ GSD),6,Fixed Terms,,,"Singapore is embarking on an energy transition towards a more sustainable and low-carbon energy future. Decarbonising the power sector will be achieved by leveraging on natural gas as the dominant transition fuel while also increasing the use of solar, electricity imports, and low-carbon alternatives such as hydrogen over the next few decades. <br><br>This will require us to plan and develop the natural gas infrastructure to continue meeting our growing needs, while we develop new hydrogen infrastructure for low-carbon alternatives such as hydrogen, which can enable the transition over time.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>As a member of the Gas System Department, you will be part of the dynamic team responsible for overseeing the planning and development of Singapore’s gas infrastructure over the medium and long-term horizon for both natural gas and hydrogen. You will work with many stakeholders – such as other Government agencies, infrastructure operators, gas importers, and end-users – to ensure the safety and reliability of gas supply in Singapore, and facilitate the introduction of low-carbon alternatives. This will entail understanding the gas system’s impact on power operations, evaluating trade-offs of different decarbonisation pathways, and deconflicting resource requirements with other initiatives.</p><p></p><p>Together with the team, you will:</p><ul><li><p>Plan and develop additional natural gas infrastructure (e.g. new LNG import facilities, network facilities) needed to meet gas demand. This includes overseeing the new LNG terminal project, and reviewing the existing system to ensure its continued efficiency, reliability, and stability;</p></li><li><p>Work with developers and consultants on technical feasibility studies, front-end engineering &amp; design, etc. leading up to Final Investment Decision for the needed gas system infrastructures.</p></li><li><p>Shape the energy infrastructure masterplan to guide Singapore’s energy transition, considering the feasibility and trade-offs of different approaches. This includes the phasing of new infrastructure such as import terminals and pipelines;</p></li><li><p>Establish operating parameters and policy/regulatory frameworks for the new hydrogen infrastructure, considering feasibility, safety, reliability, security and costs;</p></li><li><p>Advance understanding of new gas technology/equipment, and assess their suitability for Singapore;</p></li><li><p>Support engagements with other agencies to secure land and pipeline corridors to enable the deployment of both natural gas and hydrogen infrastructures; and</p></li></ul><p></p><p><u>Job Requirements:</u></p><ul><li><p>Be proactive and curious towards learning and problem solving.</p></li><li><p>Exhibit strong analytical and critical thinking skills, to be able to distil complex information, assess trade-offs, and propose practical solutions.</p></li><li><p>Have good communication skills – concise and coherent.</p></li><li><p>Possess strong interpersonal skills, to work well with a range of stakeholders both within and beyond the public service and understand their different perspectives.</p></li><li><p>Be driven and resourceful, whether working independently or as part of a team.​</p></li></ul><p></p><p>Candidates should have a background in engineering, preferably in mechanical or chemical engineering.</p><p></p><p></p>",,
9051,FALSE,,135e5426-adf2-1edf-9f88-9dc3a5cf536b,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,"Sciences (e.g. life sciences, bio-technology etc.) ",Today,/Date(1723161600000)/,0,Entry level,17,0,,30,0,"Science, Engineering & Technical",14989918,0,0,0,1,National Environment Agency,0,0,Executive/Scientific Officer (Ionising Radiation Control Department),6,Fixed Terms,,,"<br>The Radiation Protection and Nuclear Science Group in NEA is the national authority for radiation protection in Singapore and serves to protect the public, radiation workers and the environment from the harmful effects of radiation. Its Regulation Division administers and enforces the Radiation Protection Act and Regulations through a system of licensing and inspections.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><p>As a Scientific Officer/Executive Scientific Officer of the Ionising Radiation Control Department in the Regulation Division, the officer will be responsible for the following:</p><ul><li><p>Enforce the Radiation Protection Act and its Regulations, and ensure that all radiation users comply with regulatory requirements</p></li><li><p>Review and enhance regulatory regime and infrastructure, including benchmarking current practice with international best practices</p></li><li><p>Evaluate radiation protection programmes/plans, security/transportation plans and waste management plans, and identify areas requiring enhancement</p></li><li><p>Formulate and enhance policies and guidance on safe and secure use of radiation in industrial and medical facilities</p></li><li><p>Conduct site inspections and provide advice on radiation protection matters</p></li><li><p>Work closely with relevant stakeholders in industry, international organisations, and consultants as well as local and foreign government agencies</p></li></ul><p></p><p>","</p><p>The job might be for you if you possess the following:</p><ul><li><p>A Degree in Physics or other radiation-related science</p></li><li><p>Good communication and interpersonal skills</p></li><li><p>Good analytical, writing and presentation skills</p></li><li><p>Able to work in a team and independently with minimal supervision</p></li><li><p>Able to work efficiently and meet tight deadlines</p></li><li><p>Able to adapt to changes and has a positive work attitude</p></li><li><p>Highly motivated, meticulous, committed and takes initiative</p></li></ul><p></p><p>As part of the shortlisting process for this role, you may be required to complete a medical declaration and/or undergo further assessment.</p><p></p><p>Applicants will be updated on the status of their applications within 4 weeks of the closing date of this job posting.</p><p></p><p></p>"
1081,FALSE,,3b1ec30b-7530-1eef-9f93-73966c55e1e4,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,Human Resources ,Today,/Date(1727395200000)/,0,Entry level,6,0,,16,0,Human Resources,14724542,0,0,0,1,Ministry of Home Affairs,3,0,"Executive / Senior Executive (NS Payments), HR Division",2,Contract,,,"The MHA NS Payment and Services section is responsible for the accurate and timely payment of NS allowances to both NSFs and NSmen. The job holder will augment the existing payroll team to ensure the following:
•	Timely and accurate reporting of NS expenditures in accordance with the financial procedures and Instruction Manuals (IM) requirements; and
•	Debt owing by NS personnels and NSmen employers are being recovered in accordance with the debt recovery process as stipulated in the IM and financial procedures. 
","•	Initiate and monitor the recovery process and payment for debts owing by the NS personnel and NSmen employers
•	Track debt aging information and provide bi-annual returns on the debt positions
•	Manage annual Government Financial Statements audit requirements
•	Prepare cashbook and bank recon and ensure that the charging information are verified to be correct
•	Perform monthly reconciliation of SPF/SCDF NS Expenditure Operating Manpower account and NS allowance account
•	Attend to enquiries on matters pertaining to payment processing on Make-Up Pay via phone, email and cases directed through contact centre and financial reporting from AGD/MHA Finance and Admin Division and other related agencies
•	Creation of payment voucher and deposit record for bank rejected cases
","•	Good interpersonal and communication skills
•	Strong problem-solving and analytical skills
•	Meticulous and detailed oriented
•	Knowledge in accounting procedure and Government Instructions Manual on financial proceedings and SAP
•	Prior experience in managing financial reporting requirements and debt recovery process will be an added advantage 
"
9077,FALSE,,135e5426-adf2-1edf-9f88-9780d8e4f36b,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,"InfoComm, Technology, New Media Communications ",Today,/Date(1727395200000)/,0,Entry level,18,0,,17,0,Infocomm Technology,15037295,0,0,0,1,Singapore Tourism Board,0,0,Manager to Senior Manager Technology Products 2 (Data Governance & Management),1,Permanent,,,"<br><br>STB takes a data-driven approach in tourism planning and marketing, and at the heart of it is Stan (Singapore Tourism Analytics Network, Stan), a tourism data analytics platform that allows both internal STB users and external tourism industry stakeholders to access tourism data and derive actionable insights about Singapore's tourism landscape and visitors.<br><br>You will lead the management of the data architecture, data governance and management policies, frameworks, processes and solutions (metadata management, reference data management, master data management, data lineage, data profiling and quality, business glossary) for Stan, to ensure optimal performance of the system and compliance to government data policies and regulations.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>","</strong></p><p>As the Data Governance &amp; Management Lead, you will play an important role in ensuring fit-for-purpose high quality data in Stan for our target audience. Key responsibility includes:</p><p></p><p><strong>1. Data Management &amp; Governance</strong></p><p><span style=""font-size:14px"">a)<strong> </strong>Champion the overall development, maintenance, implementation, management, compliance, and communications of data governance and management related policies, frameworks and processes to ensure quality and integrity of data assets. </span></p><p><span>b) Lead the team in the implementation, enhancement and maintenance of data management solutions (<span>metadata management, reference data management, master data management, data lineage, data profiling and quality, business glossary)<span>, oversee the data integration, and</span></span></span><span> identify and maintain common dimension tables across multiple datasets to enable data consistency and integration.</span></p><p><span><span>c) Provide advisory on data to be collected to serve business need.</span></span></p><p>d) Data Custodian of Organisation Master Data, ensure organisations&#39; whitelist is current.</p><p>e) Maintain data standards in STB&#39;s Tourism Data Reference Model</p><p> </p><p><strong>2. Technical Product Management</strong></p><p>a) Analyse and refine the business use cases, scope the problem and translate it into technical requirements.</p><p>b) Guide and facilitate the development of the solution to meet the user problem/ business case.</p><p>c) Source and evaluate alternatives to identify solutions that best fit business needs. Identify gaps and determine workarounds/ changes to the solution. Assess deployed solutions to see how well they met the original business needs.</p><p>d) Document requirements, source and evaluate alternatives, and recommend solutions that best fit the business user needs for approval.</p><p>e) Work with both External and Internal Stakeholder to ensure smooth deployment and adoption of new solution.</p><p>f) Work with both External and Internal stakeholders to a) troubleshoot and resolve issues, b) implement preventive and corrective measures.</p><p></p><p><strong><span>","</span></strong></p><ul><li><p><span>Ability to apply the key components of data governance and data management (including data quality) in data projects</span></p></li><li><p><span>Experience with data architecture, data warehouse, data integration and data management tools.</span></p></li><li><p><span>Knowledge of master data management</span></p></li><li><p><span>Knowledge or experience with local and global data regulations and laws, e.g., PDPA, GDPR.</span></p></li><li><p>Knowledge of applying data analytics concepts to business through implementing use-case based data projects</p></li><li><p>Experience in software development lifecycle, application solutioning, design and testing, preferably<span> </span><span>in Agile</span></p></li><li><p>At least 5 years of relevant experience, preferably in a similar role</p></li><li><p>Strong analytical and conceptual thinking skills with an eye for detail </p></li><li><p>Effective verbal and written communication skills, with a focus on building trust and fostering enduring relationships with data owners/custodians</p></li><li><p>Robust planning, organisational and project and time management skills</p></li><li><p><span>Ability to integrate and synthesise research and data across multiple sources to derive meaningful conclusions.</span></p></li><li><p>Comfortable working in a fast-paced environment, navigating ambiguity, and demonstrating resourcefulness to deliver impactful outcomes.</p></li><li><p>Ability to thrive both independently and as an integral part of a wider collaborative team.</p></li></ul><p></p><p></p><p></p>"
9077,FALSE,,135e5426-adf2-1edf-9f88-979bb6a0d36b,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,Marketing/Business Development ,Today,/Date(1724284800000)/,0,Entry level,22,0,,22,0,Industry/Sector Development & Programme,15037297,0,0,0,1,Singapore Tourism Board,0,0,Contract Technical Product Manager (2 years Contract),6,Fixed Terms,,,"<br><br>STB takes a data-driven approach in tourism planning and marketing, and at the heart of it is Stan (Singapore Tourism Analytics Network, Stan), a tourism data analytics platform that allows both internal STB users and external tourism industry stakeholders to access tourism data and derive actionable insights about Singapore's tourism landscape and visitors.<br><br>A key member of Singapore Tourism Analytics Network, Stan, team, you will lead, guide, manage and maintain the technical aspects of requirements of the platform and its services. The individual should be able to advise on the functional specifications, guiding the teams on solutions that can be leveraged to solve business problems.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><p><span>As a Technical Product Manager of Stan, you will play an important role in ensuring the product is fit for purpose and continues to meet the users&#39; needs. Key responsibility includes:</span></p><p></p><p><strong><span>1. </span>Technical Product Management</strong></p><p>a) Analyse and refine the business use cases, scope the problem and translate it into technical requirements.</p><p>b) Guide and facilitate the development of the solution to meet the user problem/ business case.</p><p>c) Source and evaluate alternatives to identify solutions that best fit business needs. Identify gaps and determine workarounds/ changes to the solution. d) Assess deployed solutions to see how well they met the original business needs.</p><p>d) Document requirements, source and evaluate alternatives, and recommend solutions that best fit the business user needs for approval.</p><p>e) Work with both External and Internal Stakeholder to ensure smooth deployment and adoption of new solution.</p><p>Work with both External and Internal stakeholders to a) troubleshoot and resolve issues, b) implement preventive and corrective measures.</p><p> </p><p><strong><span>2. Digital Product Strategy</span></strong></p><p><span>a) Support the team in defining Stan&#39;s Product Strategy/roadmap and uncover potential opportunities, through deeper understanding of users / industry needs, similar commercial / WOG analytics products and technology solutions available.</span></p><p><span>b) Support the development of go-to-market plans and establish a sustainable process to run the product successfully and drive adoption continuously, including developing product positioning, adoption strategy, product launch plans and manage the reporting of product performance indicators.</span></p><p></p><p>","</p><ul><li><p>Knowledge of digital product management to develop a product strategy</p></li><li><p>Knowledge in two or more of the following areas:<span> </span><span>Data integration and ETL tools (e.g. Talend, Glue, etc), Business Intelligence tools</span><span><span> </span>such as QlikSense or QuickSight, Databases languages (e.g. SQL), Programming tools (R, Python), E</span><span>nd-to-end analytics architecture (preferably with some working knowledge of big data stack)</span></p></li><li><p>Ability to adopt a user-centric approach and take a broad, strategic perspective while drilling deep to understand business needs and challenges</p></li><li><p>Knowledge of applying data analytics concepts to business through implementing use-case based data projects</p></li><li><p>Hands-on in software development lifecycle, application solutioning, design and testing, preferably<span> </span><span>in Agile and data analytics project</span></p></li><li><p>At least 5 years of relevant experience, preferably in a similar role</p></li><li><p>Strong analytical and conceptual thinking skills with an eye for detail and<span> </span><span>possess an aptitude/experience in solving problems using quantitative approaches.</span></p></li><li><p>Effective verbal and written communication skills, with a focus on building trust and fostering enduring relationships with developers and data owners/custodians and the<span> </span><span>ability to express complex ideas, data / concepts and outcomes of analysis clearly to business audiences.</span></p></li><li><p>Robust planning, organisational and project and time management skills</p></li><li><p><span>Ability to integrate and synthesise research and data across multiple sources to derive meaningful conclusions.</span></p></li><li><p>Comfortable working in a fast-paced environment, navigating ambiguity, and demonstrating resourcefulness to deliver impactful outcomes.</p></li><li><p>Ability to thrive both independently and as an integral part of a wider collaborative team.</p></li></ul><p></p><p></p>"
9051,FALSE,,135e5426-adf2-1edf-9f88-97bdf938536b,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,Building and Estate Management ,Today,/Date(1724371200000)/,0,Entry level,23,0,,4,0,Service Delivery,15041269,0,0,0,1,National Environment Agency,0,0,Snr Executive/Executive (Mandai Crematorium & Columbarium/Cremator Maintenance),6,Fixed Terms,,,"<br><br>We are looking for service-oriented individual to join the Operations &amp; Facilities Management Department of Memorial Facilities and Planning Division which oversees the operation and maintenance of Government cemeteries, crematoria and columbaria.  You will be stationed at Mandai Crematorium &amp; Columbarium and will play a key role in providing after-life care services.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>","</strong></p><p>You will be responsible for the following:</p><ul><li>Supervise a team of officers in ensuring the cremation ceremony and process are carried out smoothly and efficiently</li><li>Oversee and responsible for real-time monitoring of operations equipment, such as cremators and Automated Guided Vehicles (AGVs) to ensure smooth and efficient running of the day-to-day crematorium operations and equipment</li><li>Attend to alerts/faults/alarms at cremators and AGVs</li><li>Provide quick response to troubleshoot and rectify faulty equipment immediately and remotely, to ensure any equipment malfunction does not result in systems failure</li><li>Monitor closely the consumption of gas/electricity by the cremators.</li><li>Coordinate daily operations and maintenance (preventive and breakdown) of the cremators and assist supervisor in the administration of the cremator term contract.</li><li>Perform admin work such as duty roster preparation, attendance record keeping, unclaimed ashes/implants record keeping, operation work procedures review</li><li>Handle and manage feedback.</li><li>Support supervisor in monitoring ground situations that includes statistics collation and reports preparation</li><li>Perform other duties assigned by supervisor</li></ul><p></p><p><strong>","</strong></p><p>Requirements:</p><ul><li>Knowledge in Electrical / Mechanical / Electronics Engineering preferred</li><li>Experience in supervisory role</li><li>Willing to learn and explore new technology</li><li>Able to respond decisively to dynamic situations in operations environment</li><li>Tactful, approachable and patient as well as being religion sensitive</li><li>Mature, independent, responsible and resourceful</li><li>Ability to interact and foster teamwork</li><li>Good interpersonal, communication skills and positive attitude</li><li>Willing to work in after-life care service environment</li><li>Tactful, approachable and patient</li><li>Mature, independent, responsible and resourceful</li><li>Able and willing to work on weekends and public holidays</li></ul><p></p><p>Applicants will be updated on the status of their applications within 4 weeks of the closing date of this job posting.</p><p></p><p></p><p></p><p></p>"
9077,FALSE,,135e5426-adf2-1edf-9f88-9ce697be136b,/Date(1728518400000)/,,0,Closing on 10 Oct 2024,,Training and Development ,Today,/Date(1727395200000)/,0,Entry level,6,0,,34,0,Human Resources,15133323,0,0,0,1,Singapore Tourism Board,0,0,"Assistant Manager to Senior Manager, HR Development (Learning & Development)",1,Permanent,,,"<br><br>You will implement STB's people development initiatives, in the areas of strategising and driving learning and development interventions to enable an effective and future-ready STB workforce.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>"," </p><p></p><ul><li><p>Oversee learning &amp; development policies and conduct reviews when needed and relevant for STB officers;</p></li><li><p>Maintain STB&#39;s competency framework to support the board&#39;s business strategy and develop learning solutions particularly for core and leadership competencies;</p></li><li><p>Partner STB&#39;s business units to recommend and co-create relevant learning interventions for functional competency training, and to provide advice on their training enquiries and needs;</p></li><li><p>Drive partnership with external training providers to shape course content, curriculum and learning outcomes for STB staff; </p></li><li><p>Design and develop digital e-learning solutions (e.g. e-learning modules, infographics, etc.) to strengthen STB&#39;s blended learning approach to meet the learning needs of staff within STB;</p></li><li><p>Streamline learning processes, leveraging technology such as Robotic Process Automation (RPA) to achieve greater work efficiency; </p></li><li><p>Design and maintain training reports, including learning budget &amp; expenditure within the Board, for Senior Management reporting; </p></li><li><p>Build and strengthen good rapport with stakeholders in the learning ecosystem, such as Training Coordinators and HODivs in cascading learning objectives;</p></li><li><p>Provide support/manage any other learning &amp; development initiatives as requested;</p></li><li><p>Keep an active watch on upcoming learning &amp; development market trends that could be adapted for STB.</p></li></ul><p></p><p>"," </p><p></p><ul><li><p>At least 2-3 years of relevant work experience in HR, and experience in L&amp;D will be an advantage. Fresh graduates who are keen in developing expertise in L&amp;D are welcome to apply. </p></li><li><p>Strong team player with good communication and stakeholder management skills, and confident in his/her ability to co-design or recommend relevant learning solutions for our staff</p></li><li><p>Strong planning, analytical and organisational skills, with ability to think systemically to ensure successful implementation of L&amp;D policies and timely execution of learning interventions</p></li><li><p>Driven and motivated individual who continuously studies learning behaviour and trends, and has as keen eye to streamline internal processes</p></li><li><p>Knowledge of robotic process automation (RPA) and other data analytics software will be advantageous.</p></li><li><p>Showing good business acumen, analytical thinking and judgement     </p></li><li><p>Working effectively within STB to achieve results</p></li><li><p>Working effectively with stakeholders outside STB</p></li><li><p>Serving with heart, commitment and purpose</p></li><li><p>Being innovative and learning continuously</p></li></ul><p></p><p>Application Status: Shortlisted candidates will be contacted within 2 weeks from the closing date of this job posting. We regret to inform that only shortlisted candidates will be notified.<br /> </p><ul></ul><p></p><p></p><p></p>"
9051,FALSE,,135e5426-adf2-1edf-9f88-97d513fb336b,/Date(1728604800000)/,,0,Closing on 11 Oct 2024,,Building and Estate Management ,Today,/Date(1724371200000)/,0,Entry level,23,0,,4,0,Service Delivery,15041270,0,0,0,1,National Environment Agency,0,0,Executive (Mandai Crematorium and Columbarium/IAS),6,Fixed Terms,,,"<br><br>We are looking for service-oriented individual to join the Operations &amp; Facilities Management Department of Memorial Facilities and Planning Division which oversees the operation and maintenance of Government cemeteries, crematoria and columbaria.  You will be stationed at Mandai Crematorium &amp; Columbarium and will play a key role in providing after-life care services.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>","</strong></p><p></p><p>You will be responsible for the following:</p><ul><li>Oversee and manage inland ash scattering facility and operations, including daily site inspections and monitoring, collating and presenting logistical and utilisation statistics</li><li>Process applications and plan for booking capacity</li><li>Administrative duties on records of inspections conducted and advice given</li><li>Respond to public feedback and enquiries on inland ash scattering and burial applications</li><li>Provide educational briefings/trainings on the use of inland ash scattering facility and its operations (including application process) to visitors</li><li>Oversee facility maintenance of the inland ash scattering facility to ensure the facility is operationally ready for visitors’ use, including during peak visiting periods such as Qing Ming</li><li>Support supervisor in monitoring ground situations that includes statistics collation and reports preparation</li><li>Perform other duties assigned by supervisor</li></ul><p></p><p><strong>","</strong></p><p></p><ul><li>Willing to work in after-death care service environment</li><li>Physically fit to walk, stand for long durations daily and able to withstand exposure to weather conditions</li><li>Strong team player and able to interact and foster teamwork</li><li>Possess good verbal communication and people skills</li><li>Proficient in Microsoft Office applications</li><li>Able to use online and mobile applications</li><li>Able to communicate in both spoken and written English and second language is preferred</li><li>Willing to travel to the different after-death facilities</li><li>Tactful, approachable and patient</li><li>Mature, independent, responsible and resourceful</li><li>Able and willing to work on weekends and public holidays</li></ul><p></p><p>Applicants will be updated on the status of their applications within 4 weeks of the closing date of this job posting.</p><p></p><p></p><p></p><p></p>"
